image_id,text,img_fns
31H8g7yOh1S,"[('arti', 0.9974960088729858), ('CAFFEINATED', 0.9964644908905029), ('SPARKLING WATER', 0.9656201004981995), ('GINGER', 0.9981443881988525), ('MADE WITH NATURALFLAVORS', 0.9589111804962158), ('120mg', 0.9967324137687683), ('ENHANCEFOCUS', 0.9788745045661926), ('GOOD SOURCE OF CHOLINE', 0.9275274276733398), ('HGHINANTIOXIDANTVITC', 0.9823295474052429), ('12FLOZ(355ML)', 0.9267974495887756)]",G:\My Drive\Colab Notebooks\git\images\31H8g7yOh1S.jpg
31EhbdBcSRL,"[('Natural Riches', 0.97166907787323), ('ORGANIC', 0.9392151236534119), ('PEST CONTROL', 0.8627505898475647), ('Created with Pure', 0.9217197299003601), ('Repels Insects', 0.9270605444908142), ('16loz.473 ml', 0.9058363437652588)]",G:\My Drive\Colab Notebooks\git\images\31EhbdBcSRL.jpg
31EX9Bfz9RL,"[('5kg', 0.8923389315605164), ('32cm', 0.9972635507583618), ('12-00', 0.9265154600143433), ('31cm', 0.9952107071876526), ('30,5cm', 0.9844255447387695)]",G:\My Drive\Colab Notebooks\git\images\31EX9Bfz9RL.jpg
31EQXX2AigL,"[('146cm', 0.994693398475647), ('109cm', 0.9980929493904114), ('40cm', 0.9957606792449951)]",G:\My Drive\Colab Notebooks\git\images\31EQXX2AigL.jpg
31GmydQCkiS,"[('9 in/23cm', 0.9407103061676025), ('15.35 in / 39 cm', 0.9639533758163452)]",G:\My Drive\Colab Notebooks\git\images\31GmydQCkiS.jpg
31H41OlQpUS,"[('DRAGON FRUIT', 0.9680550694465637)]",G:\My Drive\Colab Notebooks\git\images\31H41OlQpUS.jpg
31NWystBLAL,"[('Removable Finials', 0.9760522246360779), ('Easily unscrew', 0.9841567277908325), ('to add or remove', 0.9996998310089111), ('a curtain', 0.9989333748817444), ('0.9 in', 0.907954216003418), ('2.2 cm', 0.9715582728385925), ('diameter', 0.9978814125061035)]",G:\My Drive\Colab Notebooks\git\images\31NWystBLAL.jpg
31EALe-kFOL,"[('7.9cm', 0.9977103471755981), ('22.2cm', 0.9951160550117493), ('7.1cm', 0.996037483215332), ('1000ML', 0.9939606189727783)]",G:\My Drive\Colab Notebooks\git\images\31EALe-kFOL.jpg
31Efo1-SdqL,"[('2.2 in/5.5cm', 0.946890115737915), ('8.3 in/21.0 cm', 0.9370059967041016)]",G:\My Drive\Colab Notebooks\git\images\31Efo1-SdqL.jpg
31GcK11qXXL,"[('SAFE+FAIR', 0.9936242699623108), ('SWEET', 0.9977308511734009), ('JALAPENO', 0.9961575865745544), ('ELUTEN', 0.9185006618499756), ('FHEE', 0.7092116475105286), ('PEA PROTEIN CHIPS', 0.9695295691490173), ('art bae  n ge   prie', 0.5885022282600403), ('     ', 0.5617033839225769), (' .', 0.5765665769577026)]",G:\My Drive\Colab Notebooks\git\images\31GcK11qXXL.jpg
31G28N+HgKL,"[('Solid One-piece Wood Tabletop', 0.9814821481704712), ('23.62', 0.9893520474433899), ('inches', 0.9937956929206848), ('55inches', 0.9975681304931641), ('Thickness:3/4 inch', 0.9826714992523193)]",G:\My Drive\Colab Notebooks\git\images\31G28N+HgKL.jpg
31CXR2nI5xL,"[(""40'"", 0.8620848655700684), ('19', 0.9945273995399475), ('13.5', 0.9856222867965698), (""78'"", 0.9244028925895691), ('12.4', 0.9901765584945679), ('39', 0.9908192157745361), ('EIB', 0.8534128069877625), ('TWIN', 0.9950299263000488), ('800 1b weight capacity', 0.9440667629241943)]",G:\My Drive\Colab Notebooks\git\images\31CXR2nI5xL.jpg
31Dcdu1QcDL,"[('31.4', 0.9971242547035217), ('38.', 0.954711377620697)]",G:\My Drive\Colab Notebooks\git\images\31Dcdu1QcDL.jpg
31Dbs085g7L,"[('KKOMPUTER', 0.9624651670455933), ('RoHS', 0.7140927314758301), ('2GBDDR2 1066MHz', 0.9154754877090454), ('SOX', 0.5355899930000305), ('Non-ECC', 0.9620274901390076), ('PC2-8500240Pin', 0.9853073358535767)]",G:\My Drive\Colab Notebooks\git\images\31Dbs085g7L.jpg
31DOqLer9YL,"[('60cm', 0.9923406839370728), ('3,9 cm', 0.9011865258216858)]",G:\My Drive\Colab Notebooks\git\images\31DOqLer9YL.jpg
318VrqotQiL,"[('8""', 0.869441032409668), ('3.5""', 0.9562256336212158)]",G:\My Drive\Colab Notebooks\git\images\318VrqotQiL.jpg
31Hgy69UfvS,"[('30*60', 0.9637172818183899), ('126m/1000m', 0.996041476726532), ('Field7.2', 0.9804940223693848)]",G:\My Drive\Colab Notebooks\git\images\31Hgy69UfvS.jpg
31E6+IKauhL,"[('INDIELEE', 0.9965457916259766), ('SLEEP SOAK', 0.9667499661445618), ('Soothe &Relax', 0.966292679309845), ('Net wt 8oz/226.8g e', 0.9582369923591614)]",G:\My Drive\Colab Notebooks\git\images\31E6+IKauhL.jpg
31DwFD7WLrL,"[('Sturdy Metal Construction', 0.9671472311019897), ('Each Hanger At Least Can Hold Up to 12lbs', 0.9368447065353394)]",G:\My Drive\Colab Notebooks\git\images\31DwFD7WLrL.jpg
31AbZL7hGVS,"[('7.5cm/2.95in', 0.9845370650291443), ('20cm/7.86in', 0.9965153336524963)]",G:\My Drive\Colab Notebooks\git\images\31AbZL7hGVS.jpg
31A9glDJniL,"[('Full HD', 0.9618642926216125), ('1080', 0.9978206753730774), ('TF', 0.9742560386657715), ('ASUS', 0.8801634311676025), ('3.75Lbs', 0.999274730682373), ('DIPS', 0.8120547533035278), ('Ess', 0.6324670910835266)]",G:\My Drive\Colab Notebooks\git\images\31A9glDJniL.jpg
319mw37uGgS,"[('11', 0.9880337715148926), ('45', 0.9989326000213623), ('LB', 0.9962828159332275), ('Product Weight:45 lb', 0.9504241943359375)]",G:\My Drive\Colab Notebooks\git\images\319mw37uGgS.jpg
3196JaAmUXL,"[('63""', 0.8997669816017151), ('13""-15""', 0.8296031355857849), ('15.25', 0.9970973134040833)]",G:\My Drive\Colab Notebooks\git\images\3196JaAmUXL.jpg
31BC3j4CS5L,"[('0.7 in/2.0 cm', 0.9338556528091431), ('4.9 in/12.5 cm', 0.9492279291152954)]",G:\My Drive\Colab Notebooks\git\images\31BC3j4CS5L.jpg
31AcYMtb32L,"[('11in', 0.9935610294342041), ('27.94cm', 0.9336476922035217), ('10.5in', 0.9879960417747498), ('26.67cm', 0.9983636140823364), ('26.67cm', 0.99968421459198), ('10.5in', 0.9919032454490662)]",G:\My Drive\Colab Notebooks\git\images\31AcYMtb32L.jpg
319gwo27y5L,"[('S)', 0.7632409334182739), ('SMART PROTEIN', 0.9599365592002869), ('Pro lsolate', 0.902373731136322), ('SALTED CARAMEL FLAVOUR', 0.9298601150512695), ('os', 0.5927622318267822), ('ent500g', 0.9318457245826721)]",G:\My Drive\Colab Notebooks\git\images\319gwo27y5L.jpg
31GzBqi4wLL,"[('13in', 0.9889019727706909), ('33.cm', 0.8190783262252808)]",G:\My Drive\Colab Notebooks\git\images\31GzBqi4wLL.jpg
31C3Uybdh7L,"[('16CM', 0.9983069896697998), ('10CM', 0.9951735734939575)]",G:\My Drive\Colab Notebooks\git\images\31C3Uybdh7L.jpg
318qeLWHofS,"[('39cm', 0.9997220635414124), ('15.3in', 0.9999196529388428), ('9cm 3.5in', 0.9849173426628113)]",G:\My Drive\Colab Notebooks\git\images\318qeLWHofS.jpg
31AxondfXlL,"[('Foldable &', 0.9610456228256226), ('Ultralight', 0.9982979893684387), ('Weighs only 6 oz', 0.9103825688362122)]",G:\My Drive\Colab Notebooks\git\images\31AxondfXlL.jpg
31B-428ClQL,"[('inth', 0.6586491465568542)]",G:\My Drive\Colab Notebooks\git\images\31B-428ClQL.jpg
31AwVD2u6yS,"[('15.5cm/6.1in', 0.9949555993080139), ('11.5cm/4.53in', 0.9958385825157166)]",G:\My Drive\Colab Notebooks\git\images\31AwVD2u6yS.jpg
31BdiRuVllL,"[('SEAGATE', 0.9225465655326843), ('EXOS', 0.989987850189209), ('ENTERPRISE', 0.9896085858345032), ('2X14 14', 0.8838221430778503)]",G:\My Drive\Colab Notebooks\git\images\31BdiRuVllL.jpg
31B8KtbFc-L,"[('ANNEMARIE', 0.9981734156608582), ('BORLIND', 0.9975146055221558), ('NATURAL BEAUTY', 0.96192866563797), ('VITAMIN', 0.9969534277915955), ('DUOMASK', 0.994044303894043), ('Intensivpflegemaske', 0.993807315826416), ('bei mdder,fahler Haut', 0.8958731293678284), ('Intensive care mask', 0.9565721750259399), ('for tired,dull skin', 0.9109269380569458), ('Masque de soin intensif', 0.9585980176925659), ('pour peaux fatiguees', 0.9731326103210449), ('et ternes', 0.9666624069213867), ('e40ml1.35 fl.oZ', 0.8273054361343384)]",G:\My Drive\Colab Notebooks\git\images\31B8KtbFc-L.jpg
31Hy0RNu6lL,"[('60 cm', 0.9995352029800415), ('33,5 cm', 0.9455081820487976), ('cm', 0.9925531148910522), ('76', 0.9994602799415588)]",G:\My Drive\Colab Notebooks\git\images\31Hy0RNu6lL.jpg
31DOvGqtL5L,"[('COVERGIRL', 0.9962486624717712), ('TRUBLEND', 0.9944987297058105), ('MINERALS', 0.9976097345352173), ('200', 0.9984987378120422), ('LIGHT', 0.995808482170105), ('PALE', 0.8699852228164673), ('18g (0.63 0Z)', 0.8215968608856201)]",G:\My Drive\Colab Notebooks\git\images\31DOvGqtL5L.jpg
31Czfm+KFwL,"[('190 cm', 0.9978208541870117), ('25,5 cm', 0.9994767308235168), ('64 cm', 0.9996260404586792)]",G:\My Drive\Colab Notebooks\git\images\31Czfm+KFwL.jpg
31DKMfOhB4L,"[('25cm/9.84in', 0.986260175704956), ('12v', 0.9561254978179932), ('13.7cm/5.39 in', 0.9668163061141968)]",G:\My Drive\Colab Notebooks\git\images\31DKMfOhB4L.jpg
31DmuvUrq-L,"[('40 cm', 0.9988278150558472), ('100 cm', 0.9942392706871033)]",G:\My Drive\Colab Notebooks\git\images\31DmuvUrq-L.jpg
31DTUHgs+EL,[],G:\My Drive\Colab Notebooks\git\images\31DTUHgs+EL.jpg
31DOXzkNKSL,"[('4.7 in/12 cm', 0.9222464561462402), ('2.4 in/6.1 cm', 0.9299688935279846)]",G:\My Drive\Colab Notebooks\git\images\31DOXzkNKSL.jpg
311UTstDjGL,"[('82cm', 0.9967271685600281), ('206.5cm', 0.9934391379356384), ('157cm', 0.992321789264679)]",G:\My Drive\Colab Notebooks\git\images\311UTstDjGL.jpg
311KDyOGX-L,"[('0.7""', 0.9948066473007202), ('2.311b', 0.9484574794769287), ('Thin', 0.9991177320480347), ('Lightweight', 0.9980230331420898)]",G:\My Drive\Colab Notebooks\git\images\311KDyOGX-L.jpg
310uxz1C1+L,"[('Brampton', 0.9959878921508789), ('TECHNOLOGY LTD', 0.9458222389221191), ('PRO-FIX', 0.9875627160072327), ('20/20', 0.9980360865592957), ('LONG CURE', 0.9515376687049866), ('EPOXY', 0.9970346689224243), ('CARTRIDGE', 0.9972718358039856), ('Tme@RT', 0.8393060564994812), ('Time@RT', 0.9573563933372498), ('Cure', 0.987963080406189)]",G:\My Drive\Colab Notebooks\git\images\310uxz1C1+L.jpg
311M6XKGJhL,"[('25*13cm', 0.9973933100700378)]",G:\My Drive\Colab Notebooks\git\images\311M6XKGJhL.jpg
3111QvQTfJL,"[('SONY', 0.9973562955856323), ('104GB', 0.9397166967391968), ('104GB.', 0.8900485634803772), ('A', 0.5263251662254333), ('TAITI-40C', 0.9444939494132996), ('64K', 0.56095951795578), ('AIT-1Turbo', 0.9567075967788696)]",G:\My Drive\Colab Notebooks\git\images\3111QvQTfJL.jpg
310rX4WoAFL,"[('90cm/35.4in', 0.998887300491333), ('10cm/3.9in', 0.9998899698257446)]",G:\My Drive\Colab Notebooks\git\images\310rX4WoAFL.jpg
31Fmc5aFJ3L,"[('FAST', 0.9977558851242065), ('OFF', 0.9984745979309082), ('SLOW', 0.9971591234207153)]",G:\My Drive\Colab Notebooks\git\images\31Fmc5aFJ3L.jpg
21DZ7BAZ6-L,"[('nailtiques', 0.9254592061042786), ('FORMULA', 0.9555807709693909), ('2', 0.9974766373634338), ('nailtiques', 0.9436426162719727), ('PROTENEDONGLE', 0.9027624130249023), ('NALPROTEIN', 0.9679375886917114), ('FoSoPoing.Bn', 0.6958629488945007), ('FORMUIA', 0.9081346392631531), ('15', 0.7619290351867676)]",G:\My Drive\Colab Notebooks\git\images\21DZ7BAZ6-L.jpg
21W7FvftSCL,"[(""90 mm/4'"", 0.90134596824646), ('200mm/8', 0.9869586229324341)]",G:\My Drive\Colab Notebooks\git\images\21W7FvftSCL.jpg
316X4m00znL,"[('P&BPET&BIO', 0.9473305940628052), ('Nutri+gen', 0.9895035624504089), ('Basic', 0.9979131817817688), ('High Quality', 0.979466438293457), ('All Natural', 0.9500458240509033), ('Excellent Formula', 0.9570789337158203), ('GMO/Fat/Chemical', 0.9590877294540405), ('free', 0.9539605379104614), ('HET WECHT 120.5g4', 0.8557652831077576)]",G:\My Drive\Colab Notebooks\git\images\316X4m00znL.jpg
313h5LWmlcL,"[('20 cm', 0.9256771206855774), ('cm', 0.9899437427520752), ('127,5', 0.9799378514289856), ('20 cm', 0.9942723512649536)]",G:\My Drive\Colab Notebooks\git\images\313h5LWmlcL.jpg
314p2NKHdLL,"[('REBAR TYING MACHINE', 0.9540321230888367)]",G:\My Drive\Colab Notebooks\git\images\314p2NKHdLL.jpg
31489jH+cnL,"[('11in', 0.9565426707267761), ('27.94cm', 0.9963160753250122), ('10.5in', 0.9987926483154297), ('26.67cm', 0.9982838034629822), ('26.67cm', 0.999692440032959), ('10.5in', 0.9252595901489258)]",G:\My Drive\Colab Notebooks\git\images\31489jH+cnL.jpg
314Gwp04mYL,"[('11,8kg', 0.9834848046302795), ('Weight', 0.9997138977050781), ('I', 0.5133149027824402), ('Sewn In Ground Sheet', 0.9710720181465149), ('Fibreglass Poles', 0.9951602220535278)]",G:\My Drive\Colab Notebooks\git\images\314Gwp04mYL.jpg
3147F5NHEdL,"[('OIL-FREE FRYING!', 0.9652085900306702), ('With rapid air frying technology, you', 0.9950101971626282), ('frying experience with little to no oil', 0.9977145791053772), ('can enjoy a faster and healthier', 0.9854691624641418), ('12HOUR TIMER', 0.9562835693359375), ('PUNRCESIONS', 0.7054033279418945), ('DISHWASHER', 0.9959699511528015), ('1700W', 0.984844982624054)]",G:\My Drive\Colab Notebooks\git\images\3147F5NHEdL.jpg
313gsCHpfeL,"[('12.5""', 0.9248732328414917), ('PRODUCT WEIGHT:', 0.9761273264884949), ('6.2 LBS.', 0.918096661567688), ('18""', 0.8591379523277283), ('COMPACT SIZEFOR EASYTRANSPORT', 0.9567580223083496)]",G:\My Drive\Colab Notebooks\git\images\313gsCHpfeL.jpg
315ldex3oEL,"[('60 cm', 0.999062716960907), ('60 cm', 0.9994974136352539), ('3', 0.9976880550384521), ('T', 0.5133158564567566), ('5', 0.9052720069885254), ('cm', 0.996595025062561)]",G:\My Drive\Colab Notebooks\git\images\315ldex3oEL.jpg
317+4WLmMhL,"[('39""', 0.9335319399833679), ('18.5', 0.9968581199645996), ('41""', 0.8792174458503723)]",G:\My Drive\Colab Notebooks\git\images\317+4WLmMhL.jpg
31AFs00-iML,"[('BY', 0.9965548515319824), ('+SNO', 0.8760982751846313), ('OTIC', 0.8784359097480774), ('OOKIES', 0.9910174012184143), ('Double', 0.9966874122619629), ('Chocolate Chip', 0.9658656120300293), ('WLPONOT', 0.637199342250824), ('nOCELTARS', 0.5474869608879089), ('NET WT.6OZ(170G)', 0.7645931839942932)]",G:\My Drive\Colab Notebooks\git\images\31AFs00-iML.jpg
319Utc-4JCL,"[('2AAAAM', 0.5910062193870544)]",G:\My Drive\Colab Notebooks\git\images\319Utc-4JCL.jpg
319mQCR3drL,"[('23 in', 0.9101661443710327), ('58.4 cm', 0.9976906180381775), ('21.8 cm', 0.9407480359077454), ('8.6 in', 0.9980005621910095), ('21.8 cm', 0.9960637092590332), ('8.6 in', 0.9992848038673401)]",G:\My Drive\Colab Notebooks\git\images\319mQCR3drL.jpg
319PRYi9q9L,"[('Fits most', 0.9988890886306763), ('6 in.', 0.9998403787612915), ('reciprocating', 0.99949711561203), ('blades', 0.9991335868835449)]",G:\My Drive\Colab Notebooks\git\images\319PRYi9q9L.jpg
315y3qqHQ1L,"[('180 cm (70.8"")', 0.9663556814193726), ('35 cm (13.8"")', 0.9915282726287842), ('60 cm (23.6"")', 0.9930267333984375)]",G:\My Drive\Colab Notebooks\git\images\315y3qqHQ1L.jpg
318JGZzqQLL,"[('Le grand Due', 0.8216344714164734), ('1928', 0.9988007545471191), ('pirit-Infused', 0.9643767476081848), ('100% PREMIUM ARABICA', 0.9287424087524414), ('Nt WL12z (340g)', 0.7038533687591553)]",G:\My Drive\Colab Notebooks\git\images\318JGZzqQLL.jpg
3179bFOeHPL,"[('2.55 in/6.5 cm', 0.9132972359657288), ('2.3 in/6cm', 0.9453458786010742)]",G:\My Drive\Colab Notebooks\git\images\3179bFOeHPL.jpg
315G27PSLxL,"[('CyRaspberry-Lemon Favour', 0.8461888432502747), ('Saur de framboise-citron ', 0.8877412676811218), ('CALM', 0.9977564215660095), ('Kids', 0.9889668226242065), ('Joc Mn Cwr', 0.5703959465026855), ('4oz/113g', 0.9214222431182861), ('MN 80057401', 0.6822496652603149)]",G:\My Drive\Colab Notebooks\git\images\315G27PSLxL.jpg
316pJ84mB-S,"[('16cm', 0.997078537940979), ('06\'29""', 0.9691160321235657)]",G:\My Drive\Colab Notebooks\git\images\316pJ84mB-S.jpg
3179z0kjMBL,"[('11.6 in', 0.9416133165359497), ('15.3 in', 0.9998543858528137), ('29.5cm', 0.9896079897880554), ('96', 0.5708041191101074), ('9.8 in', 0.9319748878479004), ('25 cm', 0.9809792637825012)]",G:\My Drive\Colab Notebooks\git\images\3179z0kjMBL.jpg
310hyjPrgML,"[('20.0cm', 0.9982669949531555), ('2.9 cm', 0.9308287501335144)]",G:\My Drive\Colab Notebooks\git\images\310hyjPrgML.jpg
310Th3tbqRL,"[('12V', 0.9966287612915039)]",G:\My Drive\Colab Notebooks\git\images\310Th3tbqRL.jpg
310X-ftA6SL,"[('Lightweight at only 7.8 Ibs', 0.9901469349861145), ('MAXI-COSIE', 0.8726757764816284)]",G:\My Drive\Colab Notebooks\git\images\310X-ftA6SL.jpg
31CwBXxyu4L,"[('Blessing from', 0.9851468801498413), (""Jerusalem'"", 0.9419562220573425), ('Anointing Oil', 0.9514989852905273), ('Frankincens', 0.9574537873268127), ('&Myh', 0.7553282976150513), ('Incienso', 0.9509239792823792), ('yMirra', 0.939614474773407)]",G:\My Drive\Colab Notebooks\git\images\31CwBXxyu4L.jpg
31Bb9t5+zUL,"[('17cm', 0.9996966123580933), ('08.5cm', 0.9941160082817078)]",G:\My Drive\Colab Notebooks\git\images\31Bb9t5+zUL.jpg
31E0jB22--L,"[('DOMINICAN', 0.9526563286781311), ('COFFEE', 0.9557278752326965), ('AROMITRADO', 0.7804270386695862), ('NUEZ DE', 0.9056145548820496), ('MACADAMIIA', 0.9250513315200806), ('HAWAIANA', 0.7980276346206665), ('0', 0.5532723665237427)]",G:\My Drive\Colab Notebooks\git\images\31E0jB22--L.jpg
318rqdGipZL,"[('DAS GEWICHT', 0.9990150332450867), ('965g', 0.9997809529304504), ('MCORTAZU', 0.8919967412948608), ('LANGE', 0.9978330731391907), ('37cm', 0.9983619451522827), ('TRAGT BIS ZU', 0.9066486954689026), ('120kg', 0.9986410140991211), ('INSTALLATIONSZEIT', 0.9894112944602966), ('25sec', 0.9985765218734741)]",G:\My Drive\Colab Notebooks\git\images\318rqdGipZL.jpg
310aYU-JigL,"[('25.6in(65cm)', 0.9991152882575989)]",G:\My Drive\Colab Notebooks\git\images\310aYU-JigL.jpg
310mwtoWn3L,"[('29.95cm', 0.9903613328933716), ('25.65cm', 0.9891977906227112), ('9.45cm', 0.9874177575111389)]",G:\My Drive\Colab Notebooks\git\images\310mwtoWn3L.jpg
310dh1DQxRL,"[('Birth-50lbs', 0.9681555032730103), ('perseat', 0.9970798492431641)]",G:\My Drive\Colab Notebooks\git\images\310dh1DQxRL.jpg
21bfrFeArAL,"[('3469', 0.7344215512275696), ('apk', 0.5443241000175476)]",G:\My Drive\Colab Notebooks\git\images\21bfrFeArAL.jpg
3105qskWRcL,"[('ZIPPY TECHNOLOGY', 0.9678148031234741), ('Server Grade Powe', 0.9556192755699158), ('P2H-5500V', 0.9935787916183472), ('2U 500wPower Supply Uni', 0.8406507968902588)]",G:\My Drive\Colab Notebooks\git\images\3105qskWRcL.jpg
31-Ubz8YvUL,"[('16cm', 0.9998956918716431), ('20cm', 0.9972874522209167), ('7,5cm', 0.999839186668396)]",G:\My Drive\Colab Notebooks\git\images\31-Ubz8YvUL.jpg
21tOerzlVML,"[('14-inch MacBook Pro', 0.98846435546875), ('USB-C to MagSafe 3', 0.9819187521934509), ('USB-C Power Adapter', 0.9871249198913574), ('Cable (2 m)', 0.9976338744163513)]",G:\My Drive\Colab Notebooks\git\images\21tOerzlVML.jpg
31AW7fENOoL,"[('19cm/7.4in', 0.99786776304245), ('39cm/15.3in', 0.9980056285858154), ('35cm/13.7in', 0.9969149231910706), ('1.7kg/1700g', 0.999070405960083)]",G:\My Drive\Colab Notebooks\git\images\31AW7fENOoL.jpg
313H+KOefpL,"[('180', 0.9951062202453613), ('M', 0.990702748298645), ('BLACK+DECKER', 0.99062579870224)]",G:\My Drive\Colab Notebooks\git\images\313H+KOefpL.jpg
313rlTwmR9L,"[('40lb', 0.8204784989356995), ('WEIGHT LIMIT', 0.998004674911499)]",G:\My Drive\Colab Notebooks\git\images\313rlTwmR9L.jpg
3121-R7e6gL,"[('7.8 in /20.0 cm', 0.9561658501625061), ('1.1 in / 3.0 cm', 0.9636980295181274)]",G:\My Drive\Colab Notebooks\git\images\3121-R7e6gL.jpg
311nVBb35CL,"[('3 disposable', 0.9054408669471741), ('dust bags', 0.9540475010871887), ('EEERE', 0.5786169767379761), ('ENUINO', 0.8629454970359802), ('SL', 0.9954725503921509)]",G:\My Drive\Colab Notebooks\git\images\311nVBb35CL.jpg
314VKLwLwYL,"[('128cm', 0.9965184926986694), ('75cm', 0.9975097179412842), ('25cm', 0.9954900741577148)]",G:\My Drive\Colab Notebooks\git\images\314VKLwLwYL.jpg
3136hKrB0xS,"[('74,5 cm', 0.9995619058609009), ('24 cm', 0.999833881855011), ('60 cm', 0.9995430111885071)]",G:\My Drive\Colab Notebooks\git\images\3136hKrB0xS.jpg
316JmynwTeL,"[('78 cm', 0.9988746643066406), ('27.76 in', 0.9796129465103149), ('70.5 cm', 0.9491751790046692), ('12 in', 0.9995360374450684), ('30.5cm', 0.9903448224067688), ('19.49 in', 0.9656671285629272), ('49.5 cm', 0.9125872254371643)]",G:\My Drive\Colab Notebooks\git\images\316JmynwTeL.jpg
21pFwZ8ghkL,"[('200mm/8""', 0.9588850736618042), ('1SOH', 0.7925754189491272)]",G:\My Drive\Colab Notebooks\git\images\21pFwZ8ghkL.jpg
2174yonQBtL,[],G:\My Drive\Colab Notebooks\git\images\2174yonQBtL.jpg
31-4a-yI8sS,"[('14cm/5.51in', 0.999864935874939), ('12.5cm/4.92in', 0.9546597003936768)]",G:\My Drive\Colab Notebooks\git\images\31-4a-yI8sS.jpg
213oP6n7jtL,"[('SLEFLAHES', 0.5702688694000244), ('1TB..', 0.7470951080322266)]",G:\My Drive\Colab Notebooks\git\images\213oP6n7jtL.jpg
31+qzYwhJ9L,"[('em sapnpu', 0.5921465158462524), ('Built-in wire', 0.9206262826919556), ('for maximum', 0.9698721170425415), ('anchor hardware', 0.9761346578598022), ('management', 0.9996460676193237), ('stability', 0.9935168027877808), ('grammets', 0.939787745475769), ('200LB', 0.9750841856002808), ('90.7 KG', 0.9294134378433228), ('Adjustable', 0.9995418787002563), ('leverers', 0.9954285621643066)]",G:\My Drive\Colab Notebooks\git\images\31+qzYwhJ9L.jpg
21fIe0wHxDL,"[('53', 0.9992223978042603)]",G:\My Drive\Colab Notebooks\git\images\21fIe0wHxDL.jpg
317JgcKuEKL,"[('2.75in/7 cm', 0.948193371295929), ('5.90 in/15 cm', 0.9273936748504639)]",G:\My Drive\Colab Notebooks\git\images\317JgcKuEKL.jpg
3182q3TzyTL,"[('5OOO MAH', 0.7831995487213135), ('1.3CM', 0.9312642216682434), ('10000 MAH', 0.8374001979827881), ('TR', 0.7143798470497131), ('2CM', 0.9336495399475098), ('WEICHT', 0.946491003036499), ('1090', 0.9002110362052917), ('WEICHT', 0.9779192805290222), ('D081', 0.6884861588478088)]",G:\My Drive\Colab Notebooks\git\images\3182q3TzyTL.jpg
315SSiZLghL,"[('364G', 0.996134877204895), ('30.9CM', 0.9695143699645996), ('9CM', 0.9881961941719055), ('17.8CM', 0.9718666076660156)]",G:\My Drive\Colab Notebooks\git\images\315SSiZLghL.jpg
315C1CvRpTL,"[('8.5cm', 0.9968388676643372), ('19.5cm', 0.964219331741333), ('26cm', 0.9979567527770996)]",G:\My Drive\Colab Notebooks\git\images\315C1CvRpTL.jpg
315Mb5z2+RL,"[('Use only for:', 0.964370846748352), ('child who can sit upright without help', 0.9687370657920837), ('child up to 37 pounds 16.8 kg).', 0.91669100522995), ('tables 3/4 to 11/2 in.thick19 to 38mm', 0.9318220615386963)]",G:\My Drive\Colab Notebooks\git\images\315Mb5z2+RL.jpg
315PtJZRiFL,"[('Eeeee', 0.5771774053573608), ('00h', 0.8483438491821289)]",G:\My Drive\Colab Notebooks\git\images\315PtJZRiFL.jpg
21vv80MKQEL,"[('Li-ion 10440 1000mAh3.7V', 0.9279971718788147)]",G:\My Drive\Colab Notebooks\git\images\21vv80MKQEL.jpg
21qleENrBBL,[],G:\My Drive\Colab Notebooks\git\images\21qleENrBBL.jpg
310-VAupIJL,"[('cm', 0.980124831199646), ('8', 0.9368667006492615), ('80 cm', 0.9986599087715149)]",G:\My Drive\Colab Notebooks\git\images\310-VAupIJL.jpg
31-Jdk3SMUL,"[('PROVEN', 0.9978582859039307), ('REPELLENT', 0.9970605373382568), ('NSEC', 0.99329674243927), ('MOSQUITO', 0.9938506484031677), ('AND TICK', 0.9322191476821899), ('HR', 0.9939444661140442), ('SPRAY', 0.9946700930595398), ('REPELS', 0.9968207478523254), ('MOSQUITOES', 0.9940727949142456), ('BLACK FLIES&', 0.9329662322998047), ('TICKS', 0.9936438798904419), ('LISTED INSECTS', 0.9733954071998596), ('GENTLE SCENT', 0.9632418155670166), ('2floz59 mL', 0.8529363870620728)]",G:\My Drive\Colab Notebooks\git\images\31-Jdk3SMUL.jpg
31-bBqUQPuL,"[('40 cm', 0.9842311143875122), ('30', 0.9991241693496704), ('30', 0.846450924873352), ('30 cm', 0.9992191195487976)]",G:\My Drive\Colab Notebooks\git\images\31-bBqUQPuL.jpg
31+21njYcOL,"[('4.7in/12 cm', 0.9595823287963867), ('3.1in/8cm', 0.993260383605957)]",G:\My Drive\Colab Notebooks\git\images\31+21njYcOL.jpg
110EibNyclL,"[('2.63in', 0.9768641591072083), ('6.68cm', 0.9989390969276428), ('91.44cm - 199.39cm', 0.9674246311187744), ('36in - 78in', 0.9678105711936951)]",G:\My Drive\Colab Notebooks\git\images\110EibNyclL.jpg
31-W0zT17nL,"[('Snacksticks', 0.9578063488006592), ('OLDWISCONSIN', 0.9456467628479004), ('Turkey', 0.9562719464302063), ('Honey Brown', 0.9620662927627563), ('ausag', 0.9289295077323914)]",G:\My Drive\Colab Notebooks\git\images\31-W0zT17nL.jpg
